Freq	S11_real	S11_imag	S21_real	S21_imag	S12_real	S12_imag	S22_real	S22_imag
9.9	-18.1331027	-54.0563643	-0.694396485	-139.076727	-0.694387156	-139.076652	-18.1316115	-54.7234461
9.92	-18.9027912	-56.3984526	-0.68650575	-140.3823	-0.686498808	-140.382243	-18.9012774	-57.1450071
9.94	-19.7538569	-58.9747079	-0.679910454	-141.694671	-0.679906217	-141.69463	-19.7518141	-59.8180269
9.96	-20.7024306	-61.8666215	-0.674662381	-143.013607	-0.674661136	-143.01358	-20.6989234	-62.8298415
9.98	-21.7694502	-65.1983393	-0.670812668	-144.338857	-0.670814661	-144.338843	-21.7627347	-66.3131019
10	-22.9822062	-69.1672415	-0.668411635	-145.670154	-0.668417069	-145.670149	-22.9689491	-70.4776846
10.02	-24.3756185	-74.1029124	-0.667508694	-147.007207	-0.667517726	-147.007209	-24.3491994	-75.6711498
10.04	-25.9907634	-80.5867257	-0.668151839	-148.349712	-0.668164574	-148.349719	-25.9373997	-82.4975616
10.06	-27.8587434	-89.6940169	-0.670387881	-149.697344	-0.67040437	-149.697353	-27.7485882	-92.0428873
10.08	-29.9244126	-103.406794	-0.674262078	-151.049759	-0.674282317	-151.049768	-29.6948107	-106.192619
10.1	-31.7813731	-124.55387	-0.679817938	-152.406594	-0.679841869	-152.4066	-31.3409375	-127.259924
10.12	-32.3656093	-152.722819	-0.687097014	-153.767469	-0.687124523	-153.767469	-31.7460049	-154.059699
10.14	-31.1290824	-178.933255	-0.6961387	-155.131985	-0.696169617	-155.131976	-30.5511175	-178.625006
10.16	-29.0657899	162.950076	-0.706980022	-156.499725	-0.707014129	-156.499705	-28.6220406	163.998556
10.18	-27.0128955	151.231822	-0.719655438	-157.870257	-0.719692467	-157.870223	-26.6769205	152.443647
10.2	-25.1986922	143.254627	-0.734196632	-159.243131	-0.734236272	-159.243081	-24.9341763	144.430502
10.22	-23.6296121	137.422707	-0.750632321	-160.617884	-0.750674223	-160.617817	-23.4121413	138.509604
10.24	-22.2669592	132.882069	-0.768988065	-161.994037	-0.769031847	-161.993951	-22.0815052	133.873485
10.26	-21.0712935	129.163914	-0.789286091	-163.371099	-0.789331343	-163.370993	-20.908478	130.066876
10.28	-20.0105667	125.996985	-0.811545117	-164.748568	-0.811591411	-164.748442	-19.8643243	126.821495
10.3	-19.0600274	123.215805	-0.835780207	-166.12593	-0.835827103	-166.125783	-18.9262824	123.97155
10.32	-18.2006856	120.714578	-0.862002625	-167.502664	-0.862049676	-167.502495	-18.0766027	121.410032
10.34	-17.417859	118.422887	-0.890219713	-168.87824	-0.890266477	-168.87805	-17.3014043	119.065199
10.36	-16.7000526	116.292234	-0.920434794	-170.252122	-0.920480837	-170.251912	-16.5897285	116.887359
10.38	-16.0381425	114.288222	-0.95264708	-171.623773	-0.952691986	-171.623543	-15.9328213	114.841113
10.4	-15.4247881	112.385839	-0.986851616	-172.99265	-0.986894993	-172.992402	-15.3236041	112.900623
10.42	-14.8540075	110.566502	-1.02303924	-174.358212	-1.02308072	-174.357948	-14.7562857	111.046633
10.44	-14.3208682	108.816138	-1.06119656	-175.719919	-1.06123583	-175.71964	-14.2260747	109.264524
10.46	-13.8212583	107.123917	-1.10130597	-177.077234	-1.10134273	-177.076942	-13.728966	107.543019
10.48	-13.3517159	105.481379	-1.14334567	-178.429624	-1.1433797	-178.429323	-13.2615799	105.873296
10.5	-12.9092991	103.881832	-1.18728975	-179.776565	-1.18732084	-179.776256	-12.8210388	104.248363
10.52	-12.4914876	102.319919	-1.23310822	178.882459	-1.23313623	178.882773	-12.4048731	102.662615
10.54	-12.096105	100.791308	-1.28076714	177.547954	-1.28079198	177.548271	-12.0109471	101.111515
10.56	-11.7212589	99.29246	-1.33022873	176.220414	-1.33025037	176.22073	-11.6374014	99.5913531
10.58	-11.3652928	97.8204601	-1.38145154	174.900319	-1.38146999	174.900633	-11.2826066	98.099071
10.6	-11.0267483	96.3728861	-1.43439057	173.588134	-1.43440589	173.588442	-10.9451264	96.632126
10.62	-10.7043337	94.9477101	-1.48899745	172.284307	-1.48900977	172.284607	-10.6236878	95.1883886
10.64	-10.3968994	93.5432214	-1.54522067	170.989269	-1.54523014	170.989559	-10.3171566	93.7660618
10.66	-10.1034173	92.1579664	-1.60300575	169.70343	-1.60301259	169.703707	-10.0245178	92.3636191
10.68	-9.82296368	90.7907009	-1.66229548	168.427183	-1.66229991	168.427446	-9.74485869	90.9797541
10.7	-9.55470516	89.440353	-1.72303011	167.160897	-1.72303242	167.161144	-9.47735534	89.6133418
10.72	-9.29788705	88.1059924	-1.78514762	165.904922	-1.78514811	165.905151	-9.22126106	88.2634068
10.74	-9.05182335	86.7868063	-1.84858395	164.659583	-1.84858295	164.659793	-8.97589671	86.9290972
10.76	-8.81588845	85.4820792	-1.91327323	163.425185	-1.91327108	163.425375	-8.74064254	85.6096645
10.78	-8.58950997	84.1911772	-1.97914801	162.202007	-1.97914506	162.202178	-8.51493121	84.3044464
10.8	-8.37216273	82.9135346	-2.04613955	160.990307	-2.04613616	160.990457	-8.29824184	83.0128524
10.82	-8.16336351	81.6486426	-2.11417798	159.790318	-2.11417451	159.790448	-8.09009492	81.734353
10.84	-7.96266658	80.3960409	-2.18319262	158.602251	-2.1831894	158.602361	-7.89004787	80.4684695
10.86	-7.76965982	79.1553095	-2.25311212	157.426291	-2.25310949	157.426382	-7.69769126	79.2147666
10.88	-7.58396131	77.9260631	-2.32386474	156.262603	-2.32386303	156.262676	-7.51264548	77.9728453
10.9	-7.40521643	76.7079453	-2.39537854	155.111328	-2.39537803	155.111384	-7.33455781	76.7423377
10.92	-7.23309525	75.5006246	-2.46758158	153.972584	-2.46758254	153.972624	-7.16309996	75.5229022
10.94	-7.06729028	74.3037908	-2.5404021	152.846468	-2.54040476	152.846495	-6.99796578	74.3142197
10.96	-6.90751447	73.1171514	-2.6137687	151.733056	-2.61377327	151.733071	-6.83886929	73.1159903
10.98	-6.75349942	71.9404295	-2.68761055	150.632404	-2.68761718	150.632408	-6.68554298	71.9279303
11	-6.60499383	70.7733615	-2.76185747	149.544546	-2.7618663	149.544542	-6.53773625	70.7497704
11.02	-6.46175821	69.6156638	-2.83644112	148.469482	-2.83645222	148.469472	-6.39521017	69.5812217
11.04	-6.32357528	68.4671258	-2.91129226	147.407227	-2.91130568	147.407214	-6.25774776	68.4220689
11.06	-6.19023721	67.3275139	-2.98634361	146.357763	-2.98635935	146.357748	-6.12514145	67.2720741
11.08	-6.06154852	66.1966019	-3.06152904	145.321054	-3.06154706	145.321039	-5.99719587	66.1310075
11.1	-5.93732512	65.0741703	-3.13678369	144.297048	-3.13680392	144.297035	-5.87372695	64.9986461
11.12	-5.81739354	63.9600055	-3.21204408	143.28568	-3.2120664	143.285672	-5.75456113	63.8747728
11.14	-5.70159015	62.8538988	-3.28724812	142.286871	-3.28727237	142.28687	-5.63953464	62.7591759
11.16	-5.58976052	61.7556464	-3.36233521	141.300528	-3.36236121	141.300534	-5.52849279	61.6516486
11.18	-5.48175876	60.6650485	-3.43724627	140.326546	-3.43727381	140.326562	-5.42128944	60.551988
11.2	-5.37744703	59.581909	-3.51192379	139.36481	-3.51195262	139.364838	-5.31778638	59.4599954
11.22	-5.27669495	58.5060354	-3.58631183	138.415194	-3.58634168	138.415234	-5.21785287	58.3754752
11.24	-5.1793792	57.4372383	-3.66035606	137.477562	-3.66038666	137.477615	-5.12136516	57.2982353
11.26	-5.08538306	56.3753313	-3.73400378	136.551771	-3.73403481	136.551838	-5.02820606	56.2280863
11.28	-4.994596	55.3201306	-3.80720388	135.637669	-3.80723504	135.637751	-4.9382646	55.1648415
11.3	-4.90691336	54.2714553	-3.87990688	134.735098	-3.87993785	134.735193	-4.85143559	54.1083169
11.32	-4.82223597	53.2291267	-3.95206487	133.843891	-3.95209533	133.844001	-4.76761937	53.0583308
11.34	-4.74046984	52.1929685	-4.02363153	132.963878	-4.02366117	132.964003	-4.68672144	52.0147037
11.36	-4.66152593	51.1628069	-4.0945621	132.094885	-4.09459061	132.095023	-4.60865221	50.9772584
11.38	-4.5853198	50.13847	-4.16481331	131.236731	-4.16484039	131.236881	-4.53332675	49.9458197
11.4	-4.51177143	49.1197881	-4.2343434	130.389234	-4.23436878	130.389395	-4.46066449	48.9202143
11.42	-4.44080495	48.1065935	-4.30311202	129.552206	-4.30313544	129.552377	-4.39058907	47.900271
11.44	-4.37234845	47.0987206	-4.37108023	128.72546	-4.37110146	128.725639	-4.32302807	46.8858204
11.46	-4.30633375	46.0960056	-4.43821044	127.908804	-4.43822928	127.908991	-4.25791282	45.8766948
11.48	-4.24269626	45.0982867	-4.50446633	127.102048	-4.50448261	127.102239	-4.19517826	44.8727284
11.5	-4.18137474	44.1054037	-4.56981282	126.304998	-4.56982642	126.305192	-4.1347627	43.8737572
11.52	-4.12231122	43.1171984	-4.63421602	125.517461	-4.63422683	125.517655	-4.07660773	42.8796185
11.54	-4.06545077	42.1335142	-4.69764313	124.739244	-4.69765111	124.739436	-4.02065802	41.8901517
11.56	-4.01074141	41.1541963	-4.76006239	123.970154	-4.76006753	123.970341	-3.9668612	40.9051974
11.58	-3.95813395	40.1790913	-4.82144303	123.209998	-4.82144536	123.210178	-3.91516774	39.9245979
11.6	-3.90758189	39.2080474	-4.88175517	122.458585	-4.88175478	122.458756	-3.86553081	38.9481968
11.62	-3.85904128	38.2409146	-4.94096977	121.715725	-4.94096679	121.715883	-3.81790616	37.9758395
11.64	-3.81247062	37.277544	-4.99905854	120.981228	-4.99905314	120.981373	-3.77225205	37.0073724
11.66	-3.76783075	36.3177881	-5.05599385	120.254909	-5.05598626	120.255037	-3.72852911	36.0426433
11.68	-3.7250848	35.3615009	-5.11174867	119.536582	-5.11173916	119.536691	-3.68670025	35.0815013
11.7	-3.68419802	34.4085374	-5.1662965	118.826064	-5.16628538	118.826152	-3.64673062	34.1237968
11.72	-3.64513779	33.4587539	-5.21961124	118.123173	-5.21959885	118.123239	-3.60858747	33.1693812
11.74	-3.60787345	32.5120077	-5.27166713	117.427731	-5.27165388	117.427774	-3.57224009	32.2181068
11.76	-3.57237631	31.5681571	-5.32243866	116.739562	-5.32242497	116.739579	-3.53765978	31.2698271
11.78	-3.53861955	30.6270613	-5.37190048	116.058491	-5.37188681	116.058482	-3.50481971	30.3243965
11.8	-3.50657813	29.6885802	-5.4200273	115.384346	-5.42001413	115.38431	-3.47369495	29.38167
11.82	-3.47622877	28.7525744	-5.46679379	114.716957	-5.46678162	114.716894	-3.44426234	28.4415034
11.84	-3.44754991	27.818905	-5.51217448	114.056157	-5.51216385	114.056066	-3.41650045	27.5037533
11.86	-3.42052161	26.8874338	-5.55614369	113.401778	-5.55613511	113.40166	-3.39038958	26.5682766
11.88	-3.39512556	25.9580226	-5.59867537	112.753656	-5.59866939	112.753513	-3.36591167	25.6349307
11.9	-3.37134159	25.0305178	-5.63974687	112.111617	-5.63974401	112.111449	-3.34304689	24.7035575
11.92	-3.34915791	24.1047986	-5.67932745	111.47551	-5.67932824	111.47532	-3.32178377	23.7740319
11.94	-3.32856078	23.1807271	-5.71738944	110.845174	-5.71739437	110.844963	-3.30210901	22.8462115
11.96	-3.30953796	22.2581652	-5.75390443	110.220447	-5.75391397	110.220218	-3.2840108	21.9199544
11.98	-3.29207863	21.3369744	-5.78884314	109.601166	-5.78885773	109.600922	-3.26747885	20.9951181
12	-3.27617341	20.4170156	-5.82217533	108.987168	-5.82219537	108.986912	-3.25250434	20.0715598
12.02	-3.26181433	19.4981491	-5.85386971	108.378287	-5.85389554	108.378024	-3.23907991	19.1491363
12.04	-3.24899481	18.5802341	-5.88389381	107.774356	-5.88392571	107.774089	-3.22719964	18.2277036
12.06	-3.23770968	17.6631287	-5.91221391	107.175204	-5.91225208	107.174937	-3.21685908	17.3071168
12.08	-3.22795512	16.7466898	-5.93879492	106.580653	-5.93883951	106.580391	-3.20805517	16.3872301
12.1	-3.21972873	15.8307728	-5.96360034	105.990521	-5.96365141	105.99027	-3.20078632	15.4678963
12.12	-3.21302948	14.915231	-5.98659214	105.404621	-5.98664965	105.404386	-3.19505235	14.5489669
12.14	-3.20785772	13.999916	-6.00773071	104.822756	-6.00779455	104.82254	-3.19085453	13.6302917
12.16	-3.20421524	13.084677	-6.02697483	104.244717	-6.02704476	104.244527	-3.18819559	12.7117186
12.18	-3.20210522	12.1693607	-6.0442816	103.670288	-6.0443573	103.670129	-3.18707971	11.7930932
12.2	-3.2015323	11.253811	-6.0596064	103.099237	-6.05968746	103.099113	-3.18751256	10.874259
12.22	-3.20250258	10.3378685	-6.07290298	102.531319	-6.07298886	102.531236	-3.18950132	9.95505651
12.24	-3.20502367	9.42137051	-6.08412335	101.966272	-6.08421345	101.966233	-3.1930547	9.03532346
12.26	-3.20910471	8.50415047	-6.09321796	101.403815	-6.09331154	101.403824	-3.19818299	8.1148942
12.28	-3.2147564	7.5860376	-6.10013566	100.843647	-6.10023193	100.843708	-3.20489807	7.19359941
12.3	-3.22199109	6.66685657	-6.10482392	100.285443	-6.10492198	100.285559	-3.2132135	6.27126579
12.32	-3.23082282	5.74642702	-6.10722887	99.728855	-6.10732777	99.7290274	-3.22314451	5.34771558
12.34	-3.24126734	4.82456317	-6.10729558	99.1735062	-6.10739431	99.1737364	-3.23470813	4.42276621
12.36	-3.25334223	3.90107327	-6.10496822	98.618991	-6.10506571	98.6192793	-3.2479232	3.49622977
